word,phonetic,translation,tag
badminton,'bædmintәn,n. 羽毛球运动,gk cet4 cet6 ky ielts
baffle,'bæfl,"vt. 困惑, 为难, 使挫折\nvi. 徒作挣扎\nn. 迷惑, 挡板",cet6 ielts gre
bag,bæg,"n. 袋子, 袋状物\nvt. 使膨大, 装袋, 猎获",zk gk
baggage,'bægidʒ,n. 行李\n[经] 行李,gk cet4 ky toefl ielts
bail,beil,"n. 保释, 拎环, 杓, 栅栏\nvt. 保释, 舀水",gre
bait,beit,"n. 饵\nvt. 以饵引诱, 欺负\nvi. 中途休息",cet6 ky toefl ielts gre
bake,beik,"vt. 烘焙, 烤\nvi. 烤面包\nn. 烘焙, 烤",gk cet4 ky ielts
bakery,'beikәri,n. 面包店,gk
balance,'bælәns,"n. 平衡, 差额\nvi. 平衡, 相等\nvt. 称, 权衡, 比较, 使平衡, 结算, 抵消",gk cet4 ky toefl ielts
balanced,'bælәnst,"a. 公平的, 平衡的\n[计] 平衡的, 对称的, 均衡的",toefl
balcony,'bælkәni,"n. 阳台, 戏院楼厅",gk cet4 cet6 ky toefl ielts
bald,bɒ:ld,"a. 秃头的, 光秃的, 单调的, 赤裸的\nvi. 变秃",cet6 ky toefl ielts
baldness,'bɒ:ldnis,"n. 光秃, 率直, 枯燥\n[医] 秃[发], 脱发",ielts
bale,beil,"n. 包, 捆, 货物, 灾难\nvt. 打包, 捆包",gre
baleful,'beilful,"a. 有害的, 恶意的",gre
balk,bɒ:k,"n. 障碍, 错误, 失败\nvt. 阻止, 错过, 推诿\nvi. 逡巡不前",toefl gre
balky,'bɒ:ki,a. 停蹄不前的,gre
ball,bɒ:l,"n. 球, 舞会, 球状物\nv. 捏成球形",zk gk
ballad,'bælәd,n. 歌谣,gre
ballast,'bælәst,"n. 压载物, 压舱物\n[经] 底货, 压舱货",gre
ballerina,.bælә'ri:nә,n. 芭蕾舞女演员,gre
ballet,'bælei,n. 芭蕾舞,gk cet6 ky toefl ielts
balloon,bә'lu:n,"n. 气球\nvt. 使成气球状\nvi. 膨胀如气球, 激增",zk gk cet4 ky toefl ielts gre
balloonist,bә'lu:nist,n. 驾驶/操纵气球的人,toefl
ballot,'bælәt,"n. 投票, 投票用纸, 抽签\nvi. 投票, 抽签\nvt. 投票选出, 拉选票",cet6 ky toefl ielts gre
ballpoint,,n. 圆珠笔,gk
ballroom,'bɒ:lrum,"n. 舞厅, 跳舞场",ielts
balm,bɑ:m,"n. 镇痛软膏, 香膏\n[化] 香树膏; 香脂",gre
balmy,'bɑ:mi,"a. 芳香的, 温和的, 止痛的\n[化] 香脂气味的",toefl gre
bamboo,bæm'bu:,n. 竹子\n[医] 竹类,zk gk cet6 ielts
bamboozle,bæm'bu:zl,"vt. 欺骗, 迷惑",gre
ban,bæn,"n. 禁令\nvt. 禁止, 取缔",gk cet4 cet6 ky toefl ielts gre
banal,bә'nɑ:l,"a. 平凡的, 陈腐的",gre
banana,bә'nɑ:nә,n. 香蕉,zk gk
band,bænd,"n. 带子, 队, 乐队\nv. 联合, 结合\n[计] 频带; 波段; 区",gk cet4 ky toefl ielts gre
bandage,'bændidʒ,n. 绷带\n[化] 帘布筒; 实心轮胎; 紧带; 绷带,gk cet6 ky ielts gre
bandanna,bæn'dænә,n. 一各印花大手帕,toefl
bandit,'bændit,n. 强盗,cet6 toefl
bandleader,"'bænd,li:dә(r)",n. 伴舞乐队的指挥,toefl
bandmaster,'bænd.mɑ:stә,n. 管乐队指挥,toefl
bands,'bændz,n. 法官；乐队,ielts
bandy,'bændi,"a. 向外弯曲的\nvt. 打来打去, 谈论, 往复投掷",gre
bane,bein,"n. 祸根, 毒药, 灭亡的原因, 灭亡\n[医] 毒物, 毒, 毒药",gre
bang,bæŋ,"n. 重击, 突然巨响, 刘海\nv. 发巨响, 重击\nadv. 砰然地, 突然巨响地, 直接地\n[计] 撞击符",gk cet4 cet6 ky toefl ielts
banish,'bæniʃ,"vt. 驱逐, 消除\n[法] 驱逐, 流放",toefl ielts gre
banister,'bænistә,"n. 栏杆的支柱, 楼梯的扶栏",gre
bank,bæŋk,"n. 银行, 堤, 岸\n[医] 库",zk gk ielts
banker,'bæŋkә,"n. 银行家, 庄家\n[经] 银行业者, 银行家",cet6 toefl
banking,'bæŋkiŋ,"n. 银行业务\n[经] 银行业, 银行事务",ielts
bankrupt,'bæŋkrʌpt,n. 破产者\na. 破产的\nvt. 使破产,cet6 ky toefl ielts gre
bankruptcy,'bæŋkrәptsi,"n. 破产者\n[经] 破产, 倒闭",cet6 toefl
banner,'bænә,"n. 旗帜\na. 显著的, 特别好的",cet4 ky toefl ielts
banquet,'bæŋkwit,n. 宴会,cet6 ky toefl ielts gre
banter,'bæntә,"n. 戏谑, 嘲弄\nv. 戏弄, 开玩笑",gre
bar,bɑ:,"n. 条, 棒, 酒吧, 栅, 障碍物\nvt. 禁止, 阻挡, 妨碍\n[计] 棒形图",gk cet4 ky toefl ielts gre
barb,bɑ:d,n. 倒钩\nvt. 装倒钩于,toefl gre
barbarian,bɑ:'bєәriәn,n. 野蛮人\na. 野蛮的,toefl
barbarous,'bɑ:bәrәs,"a. 野蛮的, 残暴的, 粗野的",gre
barbecue,'bɑ:bikju:,"n. 烤肉\nvt. 烤肉, 烧烤",gk ky toefl ielts gre
barber,'bɑ:bә,n. 理发师,gk cet4 ky toefl ielts
barbershop,,n. 理发店,gk
bard,bɑ:d,"n. 吟游诗人, 诗人",gre
bare,bєә,"a. 赤裸的, 缺少的, 无遮蔽的, 坦率的\nvt. 使赤裸, 露出",gk cet4 ky toefl ielts gre
barefaced,'bєәfeist,"a. 公然的, 无耻的, 无面具的",gre
barely,'bєәli,adv. 几乎不,cet4 cet6 ky toefl ielts
bargain,'bɑ:gin,"n. 交易, 买卖协定, 特价商品\nv. 讲价, 交易",gk cet4 cet6 ky ielts gre
barge,bɑ:dʒ,"n. 驳船\nvt. 用船运输\nvi. 蹒跚, 闯入",cet6 toefl gre
bark,bɑ:k,"n. 树皮, 吠声\nvi. 吠, 叫骂\nvt. 喊出, 剥树皮",gk cet4 cet6 ky toefl ielts gre
barley,'bɑ:li,n. 大麦\n[医] 大麦,cet6
barn,bɑ:n,n. 谷仓\n[化] 靶(恩)(核反应截面单位),cet4 cet6 ky toefl ielts gre
barometer,bә'rɒmitә,n. 气压计\n[化] 气压计,cet6 toefl ielts
baron,'bærәn,"n. 男爵\n[法] 男爵, 贵族, 大王",cet6 gre
baroque,bә'rɒk,"n. 巴罗克风格, 巴罗克式\na. 巴罗克式的, 绮靡的, 以俗艳标新立异的",toefl gre
barrage,'bærɑ:dʒ,"n. 弹幕, 掩护炮火\nvt. 以密集炮火进攻",gre
barrel,'bærәl,n. 桶\nvt. 装入桶内,cet4 cet6 ky toefl ielts
barren,'bærәn,"a. 不育的, 贫瘠的\nn. 荒地",cet6 ky toefl ielts gre
barrenness,,"n. 贫瘠, 不妊, 不孕, 不生育, 不毛, 荒芜, 思想贫乏, 空洞, 无用, 无聊\n[医] 不育症, 不孕症",toefl
barricade,.bæri'keid,"n. 路障, 障碍\nvt. 设路障于, 阻碍",toefl ielts gre
barrier,'bæriә,"n. 障碍, 栅栏\n[化] 势垒; 阻片; 阻挡层",gk cet4 cet6 ky toefl ielts gre
barrister,'bæristә,"n. 出庭律师, 律师\n[法] 律师, 专门律师, 大律师",gre
barter,'bɑ:tә,"n. 物物交换, 实物交易\nv. 物物交换, 交换",toefl ielts gre
base,beis,"n. 底部, 垒, 基础, 基地\nvt. 以...作基础\na. 卑鄙的, 低劣的\n[计] 基准",gk cet4 ky gre
baseball,'beisbɒ:l,n. 棒球\n[计] 棒球系统,zk gk cet4 cet6 ky ielts
basement,'beismәnt,"n. 地下室, 墙脚\n[化] 地下室",gk cet6 ky toefl ielts
bashful,'bæʃful,a. 害羞的,toefl
basic,'beisik,"n. 基本原理, 要素, 基本规律\na. 基本的, 碱性的\n(计算机)BASIC语言",zk gk cet4 ky toefl ielts
basically,'beisikli,"adv. 基本上, 主要地",cet4
basin,'beisn,"n. 盆, 盆地\n[医] 第三脑室, 骨盆",gk cet4 cet6 ky toefl
basis,'beisis,"n. 基础, 主要成分\n[化] 基底",gk cet4 ky ielts
bask,bɑ:sk,"vi. 晒太阳, 感到舒适",toefl gre
basket,'bɑ:skit,"n. 篮, 篮子\nvt. 装入篮",zk gk
basketball,'bɑ:skitbɒ:l,n. 篮球,zk gk
bassoon,bә'su:n,"n. 低音管, 巴松管",gre
baste,beist,"vt. 用长针脚粗缝, 润以油脂, 狠揍",toefl gre
bat,bæt,"n. 蝙蝠, 球棒\nv. 用球棒打, 眨眼\n[计] 成批",gk cet4 ky
batch,bætʃ,"n. 一次所烘的面包, 一次所制之量, 一组, 批, 成批, 分批\nv. 成批, 分批处理\n[计] 一批",cet6 ky ielts gre
bath,bæθ.bɑ:θ,"n. 沐浴, 浴室\n[医] 浴",gk cet4 ky ielts
bathe,beið,"vt. 沐浴, 用水洗\nvi. 洗澡",gk cet4 ky ielts
bather,'beiðә,"n. 入浴者, 游泳者",gre
bathetic,bә'θetik,"a. 陈腐的, 突降的",gre
bathrobe,'bɑ:θrәub,n. 浴衣,gk
bathroom,'bɑ:θru:m,"n. 浴室, 厕所",zk gk cet4 ky ielts
bathtub,'bɑ:θtʌb,n. 浴缸,gk
baton,'bætәn,"n. 指挥棒, 接力棒, 警棍",gre
battalion,bә'tæljәn,"n. 营, 军队, 集团",gre
batter,'bætә,v. 连续猛打（尤其指妇女），猛击\nn. 面糊（食物），击球员，打击手,toefl ielts
battery,'bætәri,"n. 电池, 殴打\n[化] 蓄电池",gk cet4 cet6 ky toefl ielts
battle,'bætl,n. 战役\nv. 战斗,gk cet4 cet6 ky toefl
battleground,'bætlgraund,"n. 战场, 战地",gk
bauble,'bɒ:bl,"n. 美观而无价值的东西, 玩具, 小玩意",gre
bauxite,'bɒ:ksait,"n. 铝矾土, 铝土矿\n[化] 铝土矿",gre
bawdy,'bɒ:di,"a. 淫秽的, 言语猥亵的",gre
bawl,bɒ:l,n. 大叫声\nv. 大叫,gre
bay,bei,"n. 海湾, 狗吠声, 月桂\nvt. 吠, 使走投无路\nvi. 吠",gk cet4 cet6 ky toefl ielts
bazaar,bә'zɑ:,"n. 集市, 市场, 义卖市场",cet6 gre
be,bi:,"v. 是, 表示, 在\n[计] 后端, 总线允许",zk gk
beach,bi:tʃ,n. 海滩,zk gk cet4 ky ielts
beacon,'bi:kn,"n. 烽火, 灯塔\nv. 照亮",toefl gre
bead,bi:d,"n. 珠子, 滴\nvt. 用珠装饰\nvi. 形成珠\n[计] 珠",cet6 toefl ielts
beaded,bi:did,a. 珠状的；饰以珠的,toefl
beak,bi:k,"n. 鸟嘴, 喙\n[医] 嘴, 喙",toefl
beam,bi:m,"n. 横梁, 杆, 光线, 容光焕发\nvi. 用梁支承, 微笑, 射出光线\nvt. 照耀, 感到欣喜\n[计] 束",gk cet4 cet6 ky toefl ielts gre
bean,bi:n,n. 豆子\n[化] 油嘴; 豆,gk cet4 cet6 ky toefl
beancurd,'bi:nkə:d,n. 豆腐,gk
bear,bєә,"n. 熊\nvt. 忍受, 支承, 产生, 怀有, 通过卖空使跌价\nvi. 忍受, 结果实, 压挤, 行进, 转向",gk toefl ielts
beard,biәd,"n. 胡须\nvt. 抓住胡须, 公开反对",gk cet4 ky toefl ielts
bearing,'bєәriŋ,"n. 举止, 轴承, 忍受, 关系, 意义, 方向, 生育\n[化] 轴承",cet6 ky ielts gre
beast,bi:st,"n. 畜生, 动物, 野兽, 兽性",gk cet4 ky toefl
beat,bi:t,"n. 心跳(声), 打, 敲打声, 拍子\nv. 打, 拍打, 打败\na. 疲乏的, 颓废的\nbeat的过去式\n[计] 拍; 节拍",zk gk toefl ielts gre
beatific,.bi:ә'tifik,"a. 至福的, 赐福的, 极乐的",gre
beats,bi:ts,n. 音乐节拍；差拍振动；心脏跳动（beat的复数）,ielts
beautiful,'bju:tiful,a. 美丽的,zk gk ielts
beauty,'bju:ti,"n. 美, 美人",gk cet4 ky ielts
beaver,'bi:vә,n. 海狸(毛皮)\n[机] 轻型及中型飞机加油,toefl
because,bi'kɒ:z,conj. 因为,zk gk
beckon,'bekәn,"v. 招手示意, 召唤, 吸引\nn. 表召唤的点头(或手势)",gre
become,bi'kʌm,"vi. 变成, 变得\nvt. 适合",zk gk ielts
becoming,bi'kʌmiŋ,"a. 合适的, 适当的",toefl
bed,bed,"n. 床, 睡眠处, 河床, 底座, 路基, 一层\nvt. 提供宿处, 栽种, 安装\nvi. 睡, 形成坚实的一层",zk gk
bedclothes,'bedklәuðz,"n. 铺盖, 床上用品\n[医] 铺盖, 被褥",gk
beddings,'bedɪŋ,n. 寝具；（建筑）[建] 基床；（家畜）草垫\na. 适于花坛种植的\nvt. 把…栽入苗床（bed的ing形式）\nvi. 睡（bed的ing形式）,gk
bedeck,bi'dek,"vt. 装饰, 修饰",toefl gre
bedizen,bi'daizn,vt. 俗丽地打扮(或装饰),gre
bedlam,'bedlәm,"n. 混乱, 喧闹, 疯人院\n[医] 精神病院, 精神病",gre
bedraggled,bi'drægld,"a. 全身泥污的, 满身湿透的, 破烂的",gre
bedrock,bed'rɒk,"n. 基岩, 基本原理, 基础",toefl
bedroom,'bedrum,n. 卧室,zk gk ielts
beds,,"n. 床上用品, 床组（bed复数）",ielts
bedsit,bed'sɪt,n. 卧室兼起居室\nvt. 租用卧室兼起居室,ielts
bee,bi:,"n. 蜜蜂, 聚会",zk gk cet4 ky
beef,bi:f,"n. 牛肉, 肌肉\nvt. 养(牛), 宰(牛)\nvi. 抱怨, 告发",zk gk
beehive,'bi:haiv,"n. 蜂窝, 蜂箱\n[机] 集气架, 蜂巢",gk
beer,biә,n. 啤酒\n[化] 啤酒,gk
beet,bi:t,n. 甜菜(根)\n[化] 甜菜,gre
beetle,'bi:tl,"n. 甲虫, 大槌\nvi. 快速移动\nvt. 捶",cet6
before,bi'fɒ:,prep. 在...之前\nconj. 在...之前\nadv. 在前,zk gk
beforehand,bi'fɒ:hænd,adv. 预先,cet4 cet6 ky toefl ielts
befuddle,bi'fʌdl,"vt. 使昏沉, 使迷惑, 使糊涂",toefl gre
befuddlement,,"[医] 迷惘, 迷糊",gre
beg,beg,"v. 乞求, 乞讨, 请求",gk cet4 ky toefl
beget,bi'get,"vt. 为某人之生父, 招致, 产生, 引起",toefl gre
beggar,'begә,"n. 乞丐\nvt. 使贫穷, 使成乞丐",cet4 cet6
begin,bi'gin,v. 开始\n[计] 开始,zk gk
beginner,bi'ginә,n. 初学者,cet4
beginners,,n. 初学者；生手；首创者（beginner的复数）,ielts
beginning,bi'giniŋ,n. 开始,gk cet4 cet6 ky ielts
begrudge,bi'grʌdʒ,"vt. 嫉妒, 羡慕, 勉强允给, 吝惜",toefl gre
beguile,bi'gail,vt. 诱骗,toefl gre
behalf,bi'hɑ:f,"n. 利益, 方面",gk cet4 cet6 ky toefl ielts
behave,bi'heiv,"vi. 举止端正, 行为规矩\nvt. 检点(自己的)行为, 使表现好",gk cet4 cet6 ky toefl ielts
behavior,bi'heivjә,"n. 行为, 举止\n[医] 行为",cet4 cet6 ky toefl ielts
behaviour,bi'heivjә,"n. 行为, 举止\n[计] 特性, 性能, 特点, 行为, 动作, 状态",zk gk toefl
behind,bi'haind,adv. 在后地\nprep. 在...背后,zk gk
behold,bi'hәuld,"vt. 看到, 注视\nvi. 看",gre
beholden,bi'hәudәn,"a. 负有义务的, 受惠的",gre
beholder,bi'hәjldә(r),n. 观看者,gre
behoove,bi'hu:v,"vt. 理应, 应该\nvi. 理所当然",gre
being,'bi:iŋ,"n. 存在, 性质, 生命, 人, 生物, be的现在分词",gk cet4 ky
belabor,bi'leibә,"vt. 痛打\n[法] 殴打, 鞭打, 辱骂",gre
belated,bi'leitid,"a. 迟来的\n[法] 过了期的, 落后了的",gre
belch,beltʃ,"vi. 打嗝, 喷吐\nvt. 打嗝, 吼叫着发出(命令), 喷吐\nn. 打嗝, 喷吐",gre
beleaguer,bi'li:gә,"vt. 围, 围攻",gre
Belgium,'beldʒәm,n. 比利时,gk
belie,bi'lai,"vt. 掩饰, 与...不符, 使失望",toefl gre
belief,bi'li:f,"n. 信念, 相信, 信仰",gk cet4 ky toefl
believe,bi'li:v,v. 相信,zk gk
believer,bi'li:vә,n. 信徒,toefl
belittle,bi'litl,"vt. 轻视, 贬低",toefl gre
bell,bel,"n. 铃, 钟\n[计] 响铃命令",zk gk
bellicose,'belikәus,"a. 好战的, 好斗的\n[法] 好战的",gre
belligerence,bi'lidʒәrәns,"n. 交战, 好战性, 斗争性",gre
belligerent,bi'lidʒәrәnt,"a. 好战的, 交战的, 交战国的\n[法] 交战一方, 交战国, 交战集团",toefl
bellows,'belәuz,n. 风箱\n[化] 手风箱; 皮老虎; 波纹管,toefl
bellwether,'bel.weðә,"n. 系铃带头羊, 前导, 领导者",gre
belly,'beli,"n. 腹部, 食欲\nvt. 使鼓起\nvi. 鼓起, 匍匐前进",gk ky ielts
belong,bi'lɒŋ,"vi. 属于, 合适",gk cet4 ky toefl
belongings,bi'lɒŋiŋz,"n. 财产, 所有物, 相关事物\n[经] 财产, 所有物, 附属物",gre
beloved,bi'lʌvd,a. 心爱的\nn. 心爱的人,cet4 ky ielts
below,bi'lәu,prep. 在下面\nadv. 在下面,zk gk toefl
belt,belt,"n. 带子, 地带\n[医] 带, 腰带, 束带, 地带, 区",gk cet4 ky toefl
belts,,n. 带子；皮带（belt的复数）,ielts
bemused,bi'mju:zd,"a. 困惑的, 发呆的",gre
bench,bentʃ,n. 长椅子\n[机] 台,gk cet4 cet6 ky gre
bend,bend,"vi. 变弯曲, 屈服\nvt. 使弯曲, 使屈服\nn. 弯曲",gk cet4 cet6 ky toefl ielts gre
beneath,bi'ni:θ,prep. 在...下方\nadv. 在...下方,gk cet4 ky toefl
benediction,.beni'dikʃәn,n. 祝福,gre
benefactor,'benifæktә,"n. 恩人, 捐助者, 施主\n[法] 捐赠人, 赠送人",toefl gre
beneficial,.beni'fiʃәl,"a. 有益的, 受益的\n[经] 有使用权的, 可享利益的",gk cet4 ky toefl ielts
beneficiary,.beni'fiʃәri,"n. 受惠者, 受益人\na. 受封的",cet6 toefl
benefit,'benifit,n. 利益\nvt. 有益于\nvi. 受益,gk cet4 cet6 ky toefl ielts
benefits,,"n. 利益, 收益；福利, 效益（benefit的复数形式）",ielts
benevolent,bi'nevәlәnt,"a. 善意的, 慈善的",toefl gre
benign,bi'nain,"a. 善良的, 良性的\n[医] 良性的",cet6 ky toefl gre
benison,'benizәn,n. 祝福,gre
bent,bent,"a. 弯曲的, 决心的\nn. 爱好\nbend的过去式和过去分词",gk toefl ielts gre
bequeath,bi'kwi:ð,"vt. 遗赠, 遗留\n[法] 遗赠, 遗留...给",gre
bequest,bi'kwest,"n. 遗赠物, 遗产, 遗赠\n[经] 遗产",toefl gre
berate,bi'reit,vt. 严责,toefl gre
bereave,bi'ri:v,"vt. 使孤寂, 使丧失, 使失去",toefl gre
bereft,bi'reft,"a. 缺少的, 丧失的, 失去亲人的\nbereave的过去式和过去分词",gre
Berlin,bә:'lin,"n. 柏林, (软质)柏林毛线",ielts
berry,'beri,n. 浆果\nvi. 采集浆果,cet4
berserk,bә'sә:k,"a. 狂暴的, 疯的\nadv. 狂暴地, 疯地",gre
berth,bә:θ,"n. 船岸之间的水区, 锚地, 卧铺\nvi. 停泊\nvt. 使停泊",ielts
beseech,bi'si:tʃ,"v. 恳求, 哀求",gre
beset,bi'set,"vt. 围绕, 使苦恼, 镶嵌",toefl ielts gre
beside,bi'said,prep. 在旁边,zk gk
besides,bi'saidz,"prep. 除...之外\nadv. 而且, 此外",zk gk cet4 ky toefl
besiege,bi'si:dʒ,"vt. 围攻, 包围",toefl gre
besmirch,bi'smә:tʃ,vt. 弄污,gre
bespeak,bi'spi:k,"vt. 预约, 订, 表示\nn. 预约",toefl gre
best,best,a. 最好的\nadv. 最好地\nn. 最好的人,ielts
bestial,'bestjәl,"a. 似野兽的, 残忍的, 卑劣的",gre
bestow,bi'stәu,"vt. 授予, 使用, 贮藏, 留宿",cet6 toefl gre
bet,bet,"n. 打赌, 赌注\nv. 打赌",cet4 ky ielts
betoken,bi'tәukn,vt. 预示,toefl gre
betray,bi'trei,"vt. 出卖, 背叛, 辜负, 暴露\n[法] 出卖, 背叛, 泄漏",gk cet4 cet6 ky toefl ielts gre
betroth,bi'trәuð,"vt. 订婚, 许配\n[法] 订婚",gre
better,'betә,a. 较好的\nadv. 比较好,gk ielts
between,bi'twi:n,prep. 在...之间,zk gk
beverage,'bevәridʒ,n. 饮料\n[化] 饮料(如牛奶、茶、咖啡、啤酒等),ky toefl ielts gre
beware,bi'wєә,"v. 小心, 谨防",cet6 ky
bewilder,bi'wildә,"vt. 使迷惑, 使不知所措",cet6 ky toefl ielts gre
bewildering,bi'wildәriŋ,"a. 令人困惑的, 使人昏乱的",gre
beyond,bi'jɒnd,"prep. 超过, 在那一边, 迟于\nadv. 在远处\nn. 更远处",zk gk cet4 ky
bias,'baiәs,"n. 偏见, 斜纹\na. 偏斜的\nadv. 偏斜\nvt. 使有偏见\n[计] 偏流; 偏压; 偏磁; 偏离",cet6 ky toefl ielts
biased,'baiәst,a. 有偏见的\n[计] 边缘的,cet6
bible,'baibl,n. 圣经,cet4 ky ielts
bibliography,.bibli'ɒgrәfi,n. 参考书目\n[计] 书目; 文献目录,ky ielts gre
bibliophile,'bibliәufail,"n. 爱书者, 藏书家",gre
bibulous,'bibjulәs,"a. 饮酒的, 嗜酒的, 吸水的\n[医] 吸水的",gre
bicameral,bai'kæmәrәl,"a. 两院制的, 有两个议院的\n[医] 二室的, 两室的",toefl
bicker,'bikә,"vi. 斗嘴, 潺潺而流, 闪动\nn. 口角, 流水声",toefl gre
bicycle,'baisikl,n. 自行车,zk gk cet4 ky ielts
bicycles,,n. 自行车；脚踏车（bicycle的复数）,ielts
bid,bid,"n. 出价\nv. 命令, 吩咐, 请求, 表示, 宣布, 投标",gk cet6 ky ielts gre
bidding,'bidiŋ,"n. 命令, 邀请, 出价\n[经] 投标, 招标",toefl
biennial,bai'eniәl,"n. 两年生植物, 两年一次的事\na. 两年生的, 两年一次的",gre
bifurcate,'baifәkeit,v. (使)分叉\na. 分双叉的,gre
big,big,"a. 大的, 重要的\nadv. 大量地",zk gk
bigot,'bigәt,"n. 盲从者, 偏执的人",gre
bigoted,'bigәtid,"a. 盲从的, 固执己见的, 执迷的, 顽固的",toefl
bigotry,'bigәtri,"n. 盲从, 偏见, 偏执的行为(或态度)",toefl
bike,baik,"n. 自行车, 脚踏车",zk
bilateral,bai'lætәrәl,"a. 有两边的, 双边的, 双方的\n[医] 两侧的",toefl ielts
bile,bail,"n. 胆汁, 坏脾气, 暴躁\n[医] 胆汁",gre
bilingual,bai'liŋgwәl,a. 双语的,ielts gre
bilious,'biljәs,"a. 患胆(或肝)病的, 胆汁质的, 坏脾气的\n[医] 胆汁的, 胆汁质的",gre
bilk,bilk,"vt. 欺骗, 赖帐, 使受挫折\nn. 赖帐者, 骗子",gre
bill,bil,"n. 帐单, 清单, 钞票, 鸟嘴, 广告, 法案, 票据\nvt. 开帐单, (用招贴)宣布",zk gk cet4 ky toefl ielts
billion,'biljәn,"num. 十亿, 十亿个",gk cet4 cet6 ky toefl
billow,'bilәu,"n. 巨浪\nvi. 象巨浪般汹涌, 象巨浪般波动\nvt. 使翻腾",gre
billowy,'bilәui,"a. 巨浪似的, 汹涌的",gre
bin,bin,"n. (贮存谷物等的)容器, 箱子\n[计] 二进制, 商业信息网",ky gre
bind,baind,"vt. 绑, 约束, 装订, 包扎, 使结合\nvi. 凝固, 有约束力\n[计] 赋值, 绑定",cet4 ky toefl ielts
bingo,'biŋgәu,"n. 宾戈(一种赌博游戏), 烈酒",gk
biochemistry,.baiәu'kemistri,n. 生物化学\n[化] 生物化学; 生化,gk toefl
biographer,bai'ɒgrәfә,n. 传记作者,toefl
biography,bai'ɒgrәfi,n. 传记,gk ky toefl ielts
biological,.baiәu'lɒdʒikәl,a. 生物学的\n[医] 生物学的,ielts
biologist,bai'ɒlәdʒist,n. 生物学家\n[医] 生物学家,toefl
biology,bai'ɒlәdʒi,n. 生物学\n[化] 生物; 生物学,gk cet4 ky ielts
biosphere,'baiәsfiә,"n. 生物圈\n[医] 生物圈, 生物层",gre
biotech,'baɪəʊtek,n. 生物技术,cet6
biped,'baiped,n. 两足动物\na. 有两足的,gre
bipedal,"'bai,pedəl,bai'pe-",[医] 两足的,ky toefl
bird,bә:d,"n. 鸟, 羽毛球\nvi. 打鸟",zk gk
birdcage,'bә:dkeidʒ,n. 鸟笼,gk
birds,,n. 鸟类；禽（bird的复数）,ielts
Birmingham,'bә:miŋәm,n. 伯明翰,ielts
birth,bә:θ,"n. 出生, 起源\n[医] 生产, 分娩",zk gk cet4 ky ielts
birthday,'bә:θdei,n. 生日,zk gk
birthplace,'bә:θpleis,n. 诞生地,gk
biscuit,'biskit,n. 饼干\n[化] 素坯; 饼干,zk gk cet4 ky
bishop,'biʃәp,"n. 主教, (国际象棋中的)象, 热果子酒",gk cet6
bison,'baisәn,n. 野牛,toefl
bit,bit,"n. 少量, 马嚼子, 辅币\nvt. 给马上嚼子, 控制\nbite的过去式和过去分词\n[计] 比特, 二进制数位, 机内测试",zk gk gre
bite,bait,"n. 咬, 一口\nv. 咬, 刺痛, 穿透",gk cet4 ky toefl ielts
bitter,'bitә,"a. 苦的, 痛苦的, 怀恨的\nadv. 刺骨\nv. (使)变苦",zk gk cet4 ky toefl ielts
bitterly,'bitәli,"adv. 怨恨地, 悲痛地, 残酷地",cet4
bitterness,'bitәnis,"n. 苦味, 悲痛, 怨恨",cet6 toefl
bitumen,bi'tjumin,n. 沥青\n[化] 沥青; 石油沥青,ielts
bizarre,bi'zɑ:,a. 奇异的,cet6 ky toefl ielts gre
black,blæk,"n. 黑色, 黑颜料\na. 黑色的",zk gk ielts
blackball,'blækbɒ:l,"n. 反对票, 黑球\nvt. 投票反对, 排斥",gre
blackboard,'blækbɒ:d,n. 黑板,zk gk
blackmail,'blækmeil,n. 勒索\nvt. 勒索,ky toefl gre
blacksmith,'blæksmiθ,n. 铁匠\n[机] 铁匠,cet6 toefl
blade,bleid,"n. 叶片, 刀锋, 刀口, 剑\n[医] 页[片], 叶片, 刀片, 刀刃, 刀口",cet4 cet6 ky toefl gre
